Analyzer,Year,PhotoID,Grid.ID,Depth,Replicate,Grid.No,Grid.Area.cm,Area.Covered.cm,SpeciesID,Species.Count,Org.Area.cm,Notes,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (3).JPG,3_3_3,300,3,3,82.428,56.121,calcareous_tubeworm,27,9.301,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (3).JPG,3_3_3,300,3,3,82.428,56.121,Lichenopora,4,0.287,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (3).JPG,3_3_3,300,3,3,82.428,56.121,Trichotropis,3,0.248,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (3).JPG,3_3_3,300,3,3,82.428,56.121,encrusting_bryozoan_sp,11,10.627,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (3).JPG,3_3_3,300,3,3,82.428,56.121,branched_bryozoan_sp,1,0.103,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (4).JPG,3_3_4,300,3,4,64.833,36.708,Pododesmus_macrochisma,1,5.158,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (4).JPG,3_3_4,300,3,4,64.833,36.708,calcareous_tubeworm,36,7.347,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (4).JPG,3_3_4,300,3,4,64.833,36.708,spirobis_sp,11,0.308,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (4).JPG,3_3_4,300,3,4,64.833,36.708,branched_bryozoan_sp,1,0.361,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (4).JPG,3_3_4,300,3,4,64.833,36.708,encrusting_bryozoan_sp,5,4.222,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (4).JPG,3_3_4,300,3,4,64.833,36.708,Lichenopora,6,0.148,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (5).JPG,3_3_5,300,3,5,86.022,50.913,Pododesmus_macrochisma,2,4.691,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (5).JPG,3_3_5,300,3,5,86.022,50.913,calcareous_tubeworm,18,5.569,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (5).JPG,3_3_5,300,3,5,86.022,50.913,encrusting_bryozoan_sp,11,7.930,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (5).JPG,3_3_5,300,3,5,86.022,50.913,spirobis_sp,8,0.524,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (5).JPG,3_3_5,300,3,5,86.022,50.913,branched_bryozoan_sp,1,0.460,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (5).JPG,3_3_5,300,3,5,86.022,50.913,Lichenopora,2,0.042,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (6).JPG,3_3_6,300,3,6,76.258,30.392,Pododesmus_macrochisma,1,3.937,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (6).JPG,3_3_6,300,3,6,76.258,30.392,calcareous_tubeworm,4,1.922,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (6).JPG,3_3_6,300,3,6,76.258,30.392,sabellariid_tubeworm,1,1.253,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (6).JPG,3_3_6,300,3,6,76.258,30.392,Lichenopora,4,0.174,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (6).JPG,3_3_6,300,3,6,76.258,30.392,branched_bryozoan_sp,6,1.345,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (6).JPG,3_3_6,300,3,6,76.258,30.392,encrusting_bryozoan_sp,8,7.773,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (7).JPG,3_3_7,300,3,7,68.673,33.966,encrusting_bryozoan_sp,5,13.921,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (7).JPG,3_3_7,300,3,7,68.673,33.966,calcareous_tubeworm,8,3.671,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (7).JPG,3_3_7,300,3,7,68.673,33.966,Trichotropis,1,0.071,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (8).JPG,3_3_8,300,3,8,68.573,21.045,branched_bryozoan_sp,6,1.110,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (8).JPG,3_3_8,300,3,8,68.573,21.045,encrusting_bryozoan_sp,2,1.853,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (8).JPG,3_3_8,300,3,8,68.573,21.045,sabellariid_tubeworm,3,3.784,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (8).JPG,3_3_8,300,3,8,68.573,21.045,calcareous_tubeworm,7,2.388,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (9c).JPG,3_3_9,300,3,9,89.589,58.489,Lichenopora,1,0.049,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (9c).JPG,3_3_9,300,3,9,89.589,58.489,branched_bryozoan_sp,1,0.804,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (9c).JPG,3_3_9,300,3,9,89.589,58.489,encrusting_bryozoan_sp,5,4.804,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (9c).JPG,3_3_9,300,3,9,89.589,58.489,Pododesmus_macrochisma,1,3.137,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (9c).JPG,3_3_9,300,3,9,89.589,58.489,sabellariid_tubeworm,3,9.954,,,,,,,,,,,,,,,,,
Lucia,2014,300ft_Year2_Rep3 (9c).JPG,3_3_9,300,3,9,89.589,58.489,calcareous_tubeworm,14,4.322,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (1).JPG,3_2_1,300,2,1,65.851,25.300,calcareous_tubeworm,12,8.041,Grid hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (1).JPG,3_2_1,300,2,1,65.851,25.300,Crisia_sp,2,1.630,Grid hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (1).JPG,3_2_1,300,2,1,65.851,25.300,encrusting_bryozoan_sp,3,6.213,Grid hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (1).JPG,3_2_1,300,2,1,65.851,25.300,Lichenopora,2,0.100,Grid hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (2b).JPG,3_2_2,300,2,2,86.808,37.894,calcareous_tubeworm,11,6.468,Unexplained large grid size,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (2b).JPG,3_2_2,300,2,2,86.808,37.894,Pododesmus_macrochisma,2,6.436,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (2b).JPG,3_2_2,300,2,2,86.808,37.894,encrusting_bryozoan_sp,2,1.770,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (2b).JPG,3_2_2,300,2,2,86.808,37.894,sabellariid_tubeworm,1,2.217,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (2b).JPG,3_2_2,300,2,2,86.808,37.894,Lichenopora,3,0.596,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (2b).JPG,3_2_2,300,2,2,86.808,37.894,Crisia_sp,1,0.210,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (3b).JPG,3_2_3,300,2,3,86.018,52.214,calcareous_tubeworm,9,4.559,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (3b).JPG,3_2_3,300,2,3,86.018,52.214,Lichenopora,4,0.094,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (3b).JPG,3_2_3,300,2,3,86.018,52.214,encrusting_bryozoan_sp,3,2.176,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (3b).JPG,3_2_3,300,2,3,86.018,52.214,Pododesmus_macrochisma,1,0.568,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (3b).JPG,3_2_3,300,2,3,86.018,52.214,sabellariid_tubeworm,1,0.389,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (3b).JPG,3_2_3,300,2,3,86.018,52.214,Crisia_sp,1,0.687,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (4b).JPG,3_2_4,300,2,4,86.385,54.951,encrusting_bryozoan_sp,10,11.245,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (4b).JPG,3_2_4,300,2,4,86.385,54.951,sabellariid_tubeworm,2,1.756,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (4b).JPG,3_2_4,300,2,4,86.385,54.951,calcareous_tubeworm,6,3.339,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (4b).JPG,3_2_4,300,2,4,86.385,54.951,Lichenopora,3,0.271,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (5).JPG,3_2_5,300,2,5,83.716,53.096,Pododesmus_macrochisma,1,10.688,Unexplained large grid size,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (5).JPG,3_2_5,300,2,5,83.716,53.096,calcareous_tubeworm,12,4.848,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (5).JPG,3_2_5,300,2,5,83.716,53.096,encrusting_bryozoan_sp,6,10.108,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (5).JPG,3_2_5,300,2,5,83.716,53.096,Phyllodoce_sp,1,0.294,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (5).JPG,3_2_5,300,2,5,83.716,53.096,Lichenopora,2,0.320,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (6).JPG,3_2_6,300,2,6,85.65,45.072,encrusting_bryozoan_sp,6,10.571,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (6).JPG,3_2_6,300,2,6,85.65,45.072,calcareous_tubeworm,14,6.420,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (6).JPG,3_2_6,300,2,6,85.65,45.072,Lichenopora,6,0.149,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (7).JPG,3_2_7,300,2,7,58.271,24.583,calcareous_tubeworm,6,3.395,Grid Hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (7).JPG,3_2_7,300,2,7,58.271,24.583,encrusting_bryozoan_sp,4,0.480,Grid Hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (7).JPG,3_2_7,300,2,7,58.271,24.583,Crisia_sp,1,0.020,Grid Hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (8b).JPG,3_2_8,300,2,8,79.576,37.404,calcareous_tubeworm,25,14.013,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (8b).JPG,3_2_8,300,2,8,79.576,37.404,Crisia_sp,1,0.953,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (8b).JPG,3_2_8,300,2,8,79.576,37.404,encrusting_bryozoan_sp,6,12.251,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (8b).JPG,3_2_8,300,2,8,79.576,37.404,Pododesmus_macrochisma,1,0.847,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (8b).JPG,3_2_8,300,2,8,79.576,37.404,spirobis_sp,7,0.577,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (9b).JPG,3_2_9,300,2,9,82.673,62.163,Pododesmus_macrochisma,1,4.491,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (9b).JPG,3_2_10,300,2,9,82.673,62.163,encrusting_bryozoan_sp,7,14.007,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (9b).JPG,3_2_11,300,2,9,82.673,62.163,Crisia_sp,3,0.228,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (9b).JPG,3_2_12,300,2,9,82.673,62.163,calcareous_tubeworm,18,6.250,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (9b).JPG,3_2_13,300,2,9,82.673,62.163,Lichenopora,3,0.159,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (9b).JPG,3_2_14,300,2,9,82.673,62.163,spirobis_sp,8,0.932,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (10b).JPG,3_2_10,300,2,10,82.006,53.031,Crisia_sp,2,1.946,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (10b).JPG,3_2_10,300,2,10,82.006,53.031,encrusting_bryozoan_sp,5,5.548,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (10b).JPG,3_2_10,300,2,10,82.006,53.031,Lichenopora,6,0.503,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (10b).JPG,3_2_10,300,2,10,82.006,53.031,calcareous_tubeworm,11,6.134,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (10b).JPG,3_2_10,300,2,10,82.006,53.031,spirobis_sp,2,0.069,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (11).JPG,3_2_11,300,2,11,85.804,35.256,Pododesmus_macrochisma,2,3.081,"Large hole in middle, welding plate, possibly",,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (11).JPG,3_2_11,300,2,11,85.804,35.256,encrusting_bryozoan_sp,1,1.481,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (11).JPG,3_2_11,300,2,11,85.804,35.256,Lichenopora,13,0.730,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (11).JPG,3_2_11,300,2,11,85.804,35.256,calcareous_tubeworm,19,5.800,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (12).JPG,3_2_12,300,2,12,85.228,51.376,calcareous_tubeworm,21,9.598,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (12).JPG,3_2_12,300,2,12,85.228,51.376,encrusting_bryozoan_sp,4,7.198,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (12).JPG,3_2_12,300,2,12,85.228,51.376,barnacle,1,0.152,partially covered by label,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (12).JPG,3_2_12,300,2,12,85.228,51.376,Lichenopora,6,0.380,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (12).JPG,3_2_12,300,2,12,85.228,51.376,spirobis_sp,2,0.147,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (13).JPG,3_2_13,300,2,13,79.783,37.544,calcareous_tubeworm,12,3.678,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (12).JPG,3_2_12,300,2,12,85.228,51.376,encrusting_bryozoan_sp,3,2.187,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (13).JPG,3_2_13,300,2,13,79.783,37.544,Crisia_sp,1,0.367,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (13).JPG,3_2_13,300,2,13,79.783,37.544,egg_mass,1,1.056,"Egg mass, as per Kim's datasheet",,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (13).JPG,3_2_13,300,2,13,79.783,37.544,Lichenopora,8,0.402,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (14).JPG,3_2_14,300,2,14,63.509,42.071,Lichenopora,5,0.295,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (14).JPG,3_2_14,300,2,14,63.509,42.071,Crisia_sp,1,0.300,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (14).JPG,3_2_14,300,2,14,63.509,42.071,spirobis_sp,1,0.125,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (14).JPG,3_2_14,300,2,14,63.509,42.071,calcareous_tubeworm,8,2.833,Grid hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (14).JPG,3_2_14,300,2,14,63.509,42.071,encrusting_bryozoan_sp,10,10.494,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (15b).JPG,3_2_15,300,2,15,81.507,44.250,Crisia_sp,1,0.576,Grid hanging off plate,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (15b).JPG,3_2_15,300,2,15,81.507,44.250,calcareous_tubeworm,16,7.638,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (15b).JPG,3_2_15,300,2,15,81.507,44.250,encrusting_bryozoan_sp,16,14.809,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (15b).JPG,3_2_15,300,2,15,81.507,44.250,Lichenopora,20,1.568,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (15b).JPG,3_2_15,300,2,15,81.507,44.250,spirobis_sp,4,0.469,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (15b).JPG,3_2_15,300,2,15,81.507,44.250,barnacle,1,0.340,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (16b).JPG,3_2_16,300,2,16,87.194,65.758,calcareous_tubeworm,34,13.468,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (16b).JPG,3_2_16,300,2,16,87.194,65.758,Pododesmus_macrochisma,5,5.467,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (16b).JPG,3_2_16,300,2,16,87.194,65.758,encrusting_bryozoan_sp,6,5.084,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (16b).JPG,3_2_16,300,2,16,87.194,65.758,encrusting_bryozoan_sp,13,1.002,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (17b).JPG,3_2_17,300,2,17,68.306,44.051,calcareous_tubeworm,31,9.682,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (17b).JPG,3_2_17,300,2,17,68.306,44.051,Pododesmus_macrochisma,3,3.008,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (17b).JPG,3_2_17,300,2,17,68.306,44.051,encrusting_bryozoan_sp,1,1.570,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (17b).JPG,3_2_17,300,2,17,68.306,44.051,Lichenopora,12,2.483,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (17b).JPG,3_2_17,300,2,17,68.306,44.051,sabellariid_tubeworm,1,0.301,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (17b).JPG,3_2_17,300,2,17,68.306,44.051,barnacle,3,0.491,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (18).JPG,3_2_18,300,2,18,87.978,56.783,encrusting_bryozoan_sp,3,9.125,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (18).JPG,3_2_18,300,2,18,87.978,56.783,Crisia_sp,2,0.473,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (18).JPG,3_2_18,300,2,18,87.978,56.783,Pododesmus_macrochisma,1,1.019,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (18).JPG,3_2_18,300,2,18,87.978,56.783,calcareous_tubeworm,25,8.280,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (18).JPG,3_2_18,300,2,18,87.978,56.783,Lichenopora,14,0.543,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (18).JPG,3_2_18,300,2,18,87.978,56.783,Glebocarcinus_oregonensis,1,0.299,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (19b).JPG,3_2_19,300,2,19,70.7,51.928,Pododesmus_macrochisma,1,1.261,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (19b).JPG,3_2_19,300,2,19,70.7,51.928,encrusting_bryozoan_sp,2,2.229,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (19b).JPG,3_2_19,300,2,19,70.7,51.928,Crisia_sp,1,0.239,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (19b).JPG,3_2_19,300,2,19,70.7,51.928,Lichenopora,8,1.443,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (19b).JPG,3_2_19,300,2,19,70.7,51.928,Trichotropis,1,0.039,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (19b).JPG,3_2_19,300,2,19,70.7,51.928,calcareous_tubeworm,34,5.017,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (20).JPG,3_2_20,300,2,20,67.054,41.291,encrusting_bryozoan_sp,7,3.584,Grid Handing off plates,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (20).JPG,3_2_21,300,2,20,67.054,41.291,Lichenopora,7,0.570,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (20).JPG,3_2_22,300,2,20,67.054,41.291,spirobis_sp,1,0.104,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (20).JPG,3_2_23,300,2,20,67.054,41.291,calcareous_tubeworm,19,7.150,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (21).JPG,3_2_21,300,2,21,46.063,26.587,encrusting_bryozoan_sp,4,1.785,Grid Hanging off square on 2 sides,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (21).JPG,3_2_21,300,2,21,46.063,26.587,Lichenopora,4,0.322,,,,,,,,,,,,,,,,,
Tyler,2014,300ft_Year2_Rep2 (21).JPG,3_2_21,300,2,21,46.063,26.587,calcareous_tubeworm,11,3.346,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,polychaete_sp,7,14.931,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,branched_bryozoan_sp,2,0.521,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,barnacle,1,0.465,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,encrusting_bryozoan_sp,5,2.733,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,Crepidula,1,0.470,bivalve,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,spirobis_sp,7,0.301,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,neptunea_lyrata,1,0.530,sanil shells/limpet,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,calcareous_tubeworm,7,2.415,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,branched_bryozoan_sp,3,0.848,skinny bryzoans,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,Lichenopora,2,0.259,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3 (10),3_3_10,300,3,10,90.72,43.569,Trichotropis,1,0.770,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,calcareous_tubeworm,8,1.818,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,Pododesmus_macrochisma,1,1.112,white blob,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,neptunea_lyrata,1,0.044,snail shell,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,branched_bryozoan_sp,1,0.256,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,Hiatella_arctica,1,0.345,"weird standing thing, hard to see.",,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,Lichenopora,1,0.363,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,encrusting_bryozoan_sp,3,0.814,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(11),3_3_11,300,3,11,70.313,20.843,Hiatella_arctica,1,0.135,Hiatella arctica?,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(12),3_3_12,300,3,12,83.421,55.486,Pododesmus_macrochisma,3,10.562,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(12),3_3_12,300,3,12,83.421,55.486,calcareous_tubeworm,10,3.329,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(12),3_3_12,300,3,12,83.421,55.486,branched_bryozoan_sp,1,0.704,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(12),3_3_12,300,3,12,83.421,55.486,spirobis_sp,4,0.329,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(12),3_3_12,300,3,12,83.421,55.486,polychaete_sp,5,10.555,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(12),3_3_12,300,3,12,83.421,55.486,neptunea_lyrata,2,0.783,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(13),3_3_13,300,3,13,73.292,31.929,branched_bryozoan_sp,2,1.762,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(13),3_3_13,300,3,13,73.292,31.929,Pododesmus_macrochisma,3,14.271,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(13),3_3_13,300,3,13,73.292,31.929,calcareous_tubeworm,2,0.437,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(13),3_3_13,300,3,13,73.292,31.929,polychaete_sp,3,3.844,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(14),3_3_14,300,3,14,82.984,35.937,polychaete_sp,3,9.803,grid hanging off plate,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(14),3_3_14,300,3,14,82.984,35.937,calcareous_tubeworm,3,1.336,,,,,,,,,,,,,,,,,
