Analyzer,Year,PhotoID,Grid.ID,Depth,Replicate,Grid.No,Grid.Area.cm,Area.Covered.cm,SpeciesID,Species.Count,Org.Area.cm,Notes,,,,,,,,,,,,,,,,,
Anh,2017,1_3_12_b.JPG,1_3_12,100,3,12,75.762,64.818,barnacle,153.000,38.258,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_13_a.JPG,1_3_13,100,3,13,80.537,67.764,branched_bryozoan_sp,7.000,3.015,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_13_a.JPG,1_3_13,100,3,13,80.537,67.764,calcareous_tubeworm,2.000,0.27,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_13_a.JPG,1_3_13,100,3,13,80.537,67.764,encrusting_bryozoan_sp,20.000,8.549,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_13_a.JPG,1_3_13,100,3,13,80.537,67.764,barnacle,143.000,50.135,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_14_a.JPG,1_3_14,100,3,14,67.753,59.92,calcareous_tubeworm,9.000,3.229,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_14_a.JPG,1_3_14,100,3,14,67.753,59.92,branched_bryozoan_sp,3.000,2.642,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_14_a.JPG,1_3_14,100,3,14,67.753,59.92,encrusting_bryozoan_sp,14.000,6.531,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_14_a.JPG,1_3_14,100,3,14,67.753,59.92,barnacle,115.000,44.797,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_15_a.JPG,1_3_15,100,3,15,75.433,58.445,calcareous_tubeworm,8.000,1.472,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_15_a.JPG,1_3_15,100,3,15,75.433,58.445,branched_bryozoan_sp,17.000,5.374,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_15_a.JPG,1_3_15,100,3,15,75.433,58.445,encrusting_bryozoan_sp,20.000,9.874,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_15_a.JPG,1_3_15,100,3,15,75.433,58.445,barnacle,90.000,24.902,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_15_a.JPG,1_3_15,100,3,15,75.433,58.445,Pododesmus_macrochisma,2.000,0.492,pododesmus in 100ft ,,,,,,,,,,,,,,,,,
Anh,2017,1_3_16_a.JPG,1_3_16,100,3,16,80.474,66.372,encrusting_bryozoan_sp,23.000,12.139,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_16_a.JPG,1_3_16,100,3,16,80.474,66.372,branched_bryozoan_sp,8.000,5.019,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_16_a.JPG,1_3_16,100,3,16,80.474,66.372,calcareous_tubeworm,10.000,1.84,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_16_a.JPG,1_3_16,100,3,16,80.474,66.372,barnacle,84.000,35.188,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_16_a.JPG,1_3_16,100,3,16,80.474,66.372,calcareous_tubeworm,14.000,5.492,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_17_a.JPG,1_3_17,100,3,17,83.744,64.436,branched_bryozoan_sp,3.000,0.802,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_17_a.JPG,1_3_17,100,3,17,83.744,64.436,encrusting_bryozoan_sp,21.000,21.677,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_17_a.JPG,1_3_17,100,3,17,83.744,64.436,barnacle,43.000,20.991,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_17_a.JPG,1_3_17,100,3,17,83.744,64.436,spirobis_sp,4.000,0.232,spirobis in 100ft,,,,,,,,,,,,,,,,,
Anh,2017,1_3_18_a.JPG,1_3_18,100,3,18,76.608,56.304,calcareous_tubeworm,32.000,6.678,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_18_a.JPG,1_3_18,100,3,18,76.608,56.304,branched_bryozoan_sp,8.000,1.895,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_18_a.JPG,1_3_18,100,3,18,76.608,56.304,encrusting_bryozoan_sp,15.000,11.683,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_18_a.JPG,1_3_18,100,3,18,76.608,56.304,barnacle,47.000,19.93,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_19_a.JPG,1_3_19,100,3,19,77.205,56.272,calcareous_tubeworm,12.000,1.823,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_19_a.JPG,1_3_19,100,3,19,77.205,56.272,branched_bryozoan_sp,4.000,0.897,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_19_a.JPG,1_3_19,100,3,19,77.205,56.272,encrusting_bryozoan_sp,14.000,11.358,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_19_a.JPG,1_3_19,100,3,19,77.205,56.272,barnacle,108.000,36.117,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_19_a.JPG,1_3_19,100,3,19,77.205,56.272,spirobis_sp,2.000,0.098,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_20_a.JPG,1_3_20,100,3,20,81.066,64.397,calcareous_tubeworm,9.000,3.363,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_20_a.JPG,1_3_20,100,3,20,81.066,64.397,branched_bryozoan_sp,5.000,1.868,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_20_a.JPG,1_3_20,100,3,20,81.066,64.397,encrusting_bryozoan_sp,40.000,19.493,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_20_a.JPG,1_3_20,100,3,20,81.066,64.397,spirobis_sp,2.000,0.064,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_20_a.JPG,1_3_20,100,3,20,81.066,64.397,barnacle,84.000,34.629,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_21_b.JPG,1_3_21,100,3,21,72.585,61.815,calcareous_tubeworm,21.000,7.394,grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_3_21_b.JPG,1_3_21,100,3,21,72.585,61.815,branched_bryozoan_sp,6.000,3.484,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_21_b.JPG,1_3_21,100,3,21,72.585,61.815,encrusting_bryozoan_sp,13.000,5.801,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_21_b.JPG,1_3_21,100,3,21,72.585,61.815,barnacle,109.000,46.17,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_21_b.JPG,1_3_21,100,3,21,72.585,61.815,Pododesmus_macrochisma,1.000,0.661,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_21_b.JPG,1_3_21,100,3,21,72.585,61.815,spirobis_sp,3.000,0.063,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,calcareous_tubeworm,1.000,0.737,grid hanging off plate ,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,barnacle,21.000,17.624,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,Lichenopora,9.000,0.842,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,Crisia_sp,5.000,13.163,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.1,52.424,calcareous_tubeworm,1.000,0.232,grid hanging off plate ,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.1,52.424,barnacle,32.000,32.25,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.1,52.424,Crisia_sp,7.000,4.858,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.1,52.424,Lichenopora,14.000,0.464,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_3_a,1_1_3,100,1,3,71.441,52.536,Ulva,4.000,7.151,Unable to tell if 4 individuals or pieces of one big one,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_3_a,1_1_3,100,1,3,71.441,52.536,barnacle,43.000,24.621,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_3_a,1_1_3,100,1,3,71.441,52.536,Lichenopora,4.000,0.227,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_4_a,1_1_4,100,1,4,65.434,46.986,Crisia_sp,4.000,4.43,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_4_a,1_1_4,100,1,4,65.434,46.986,barnacle,47.000,26.144,grid hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_5_a,1_1_5,100,1,5,76.307,60.851,barnacle,40.000,37.088,no straight grid edge for scale,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_5_a,1_1_5,100,1,5,76.307,60.851,Crisia_sp,6.000,8.723,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_6_a,1_1_6,100,1,6,72.298,56.324,Crisia_sp,3.000,2.957,grid hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_6_a,1_1_6,100,1,6,72.298,56.324,barnacle,52.000,34.46,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_7_b,1_1_7,100,1,7,46.144,38.939,Crisia_sp,3.000,2.596,grid significantly off plate,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_7_b,1_1_7,100,1,7,46.144,38.939,barnacle,52.000,34.741,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_8_b,1_1_8,100,1,8,79.001,70.495,barnacle,64.000,70.495,Barnacles only organism present,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,calcareous_tubeworm,2.000,3.02,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,barnacle,70.000,57.311,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,Strongylocentrotus_sp,1.000,1.086,"Baby urchin, unidentifiable species (see discord on 2024-4-4",,,,,,,,,,,,,,,,,
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,Lichenopora,1.000,0.643,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,Lichenopora,12.000,0.795,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,Ulva,1.000,1.212,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,Pododesmus_macrochisma,1.000,2.316,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,barnacle,69.000,34.788,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_11_b,1_1_11,100,1,11,73.751,56.351,barnacle,7.000,6.278,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_11_b,1_1_11,100,1,11,73.751,56.351,polychaete_sp,1.000,0.288,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_12_b,1_1_12,100,1,12,85.499,60.064,Lichenopora,12.000,1.297,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_12_b,1_1_12,100,1,12,85.499,60.064,barnacle,76.000,48.563,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_13_b,1_1_13,100,1,13,82.481,63.522,Lichenopora,7.000,0.502,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_13_b,1_1_13,100,1,13,82.481,63.522,barnacle,49.000,38.361,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_14_b,1_1_14,100,1,14,70.329,56.794,Crisia_sp,1.000,0.626,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_14_b,1_1_14,100,1,14,70.329,56.794,barnacle,77.000,51.38,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.69,55.167,Lichenopora,26.000,0.681,Barnacles growing outside of grid,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.69,55.167,calcareous_tubeworm,1.000,0.13,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.69,55.167,Crisia_sp,2.000,4.594,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.69,55.167,barnacle,76.000,46.801,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_16_a,1_1_16,100,1,16,79.137,66.986,anemone_sp,1.000,4.792,likely Actinaria,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_16_a,1_1_16,100,1,16,79.137,66.986,Lichenopora,33.000,1.341,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_16_a,1_1_16,100,1,16,79.137,66.986,barnacle,66.000,55.261,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.88,anemone_sp,1.000,0.639,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.88,Lichenopora,37.000,2.347,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.88,Pododesmus_macrochisma,1.000,1.113,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.88,barnacle,61.000,40.303,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_18_a,1_1_18,100,1,18,75.946,55.93,barnacle,58.000,24.319,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_18_a,1_1_18,100,1,18,75.946,55.93,Lichenopora,44.000,1.384,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_18_a,1_1_18,100,1,18,75.946,55.93,sabellariid_tubeworm,1.000,0.223,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_19_b,1_1_19,100,1,19,82.407,73.584,Lichenopora,29.000,1.729,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_19_b,1_1_19,100,1,19,82.407,73.584,barnacle,88.000,63.552,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_20_a,1_1_20,100,1,20,89.826,74.536,Lichenopora,17.000,0.986,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_20_a,1_1_20,100,1,20,89.826,74.536,barnacle,72.000,46.339,,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_21_b,1_1_21,100,1,21,70.02,47.227,Lichenopora,11.000,0.733,Grid hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2017,1_1_21_b,1_1_21,100,1,21,70.02,47.227,barnacle,28.000,24.95,Grid hanging off plate,,,,,,,,,,,,,,,,,
Anh,2017,1_2_1_a.JPG,1_2_1,100,2,1,78.166,55.872,spirobis_sp,6.000,0.077,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_1_a.JPG,1_2_1,100,2,1,78.166,55.872,Crisia_sp,4.000,0.188,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_1_a.JPG,1_2_1,100,2,1,78.166,55.872,Schizoporella_sp,5.000,1.235,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_1_a.JPG,1_2_1,100,2,1,78.166,55.872,Lichenopora,33.000,11.488,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_1_a.JPG,1_2_1,100,2,1,78.166,55.872,calcareous_tubeworm,11.000,4.355,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_1_a.JPG,1_2_1,100,2,1,78.166,55.872,barnacle,26.000,3.445,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_2_a.JPG,1_2_2,100,2,2,75.888,49.812,spirobis_sp,3.000,0.158,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_2_a.JPG,1_2_2,100,2,2,75.888,49.812,Lichenopora,29.000,6.142,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_2_a.JPG,1_2_2,100,2,2,75.888,49.812,Crisia_sp,8.000,1.833,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_2_a.JPG,1_2_2,100,2,2,75.888,49.812,barnacle,36.000,1.716,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_2_a.JPG,1_2_2,100,2,2,75.888,49.812,calcareous_tubeworm,9.000,3.306,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_2_a.JPG,1_2_2,100,2,2,75.888,49.812,Schizoporella_sp,3.000,0.615,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_3_a.JPG ,1_2_3,100,2,3,81.911,52.823,sabellariid_tubeworm,2.000,1.095,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_3_a.JPG ,1_2_3,100,2,3,81.911,52.823,polychaete_sp,1.000,0.327,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_3_a.JPG ,1_2_3,100,2,3,81.911,52.823,Schizoporella_sp,3.000,1.286,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_3_a.JPG ,1_2_3,100,2,3,81.911,52.823,Lichenopora,17.000,2.635,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_3_a.JPG ,1_2_3,100,2,3,81.911,52.823,Crisia_sp,12.000,1.498,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_3_a.JPG ,1_2_3,100,2,3,81.911,52.823,barnacle,25.000,1.266,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_3_a.JPG ,1_2_3,100,2,3,81.911,52.823,encrusting_bryozoan_sp,1.000,0.088,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_4_a.JPG,1_2_4,100,2,4,69.111,49.091,Crisia_sp,6.000,1.436,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_4_a.JPG,1_2_4,100,2,4,69.111,49.091,calcareous_tubeworm,6.000,1.301,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_4_a.JPG,1_2_4,100,2,4,69.111,49.091,Pododesmus_macrochisma,1.000,0.032,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_4_a.JPG,1_2_4,100,2,4,69.111,49.091,Lichenopora,13.000,5.741,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_4_a.JPG,1_2_4,100,2,4,69.111,49.091,Hinnites_giganteous,1.000,10.502,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_4_a.JPG,1_2_4,100,2,4,69.111,49.091,barnacle,94.000,6.883,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_5_a.JPG,1_2_5,100,2,5,67.454,51.4,Crisia_sp,5.000,2.118,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_5_a.JPG,1_2_5,100,2,5,67.454,51.4,Lichenopora,13.000,2.563,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_5_a.JPG,1_2_5,100,2,5,67.454,51.4,barnacle,136.000,7.873,grid hanging off the plate ,,,,,,,,,,,,,,,,,
Anh,2017,1_2_5_a.JPG,1_2_5,100,2,5,67.454,51.4,Crepidula,1.000,1.566,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_5_a.JPG,1_2_5,100,2,5,67.454,51.4,calcareous_tubeworm,4.000,0.292,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_6_a.JPG,1_2_6,100,2,6,84.072,60.661,Crisia_sp,5.000,1.514,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_6_a.JPG,1_2_6,100,2,6,84.072,60.661,Lichenopora,18.000,2.254,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_6_a.JPG,1_2_6,100,2,6,84.072,60.661,calcareous_tubeworm,9.000,2.307,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_6_a.JPG,1_2_6,100,2,6,84.072,60.661,barnacle,121.000,13.528,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_7_a.JPG,1_2_7,100,2,7,59.433,44.175,Crisia_sp,7.000,1.274,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_7_a.JPG,1_2_7,100,2,7,59.433,44.175,Lichenopora,20.000,4.34,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_7_a.JPG,1_2_7,100,2,7,59.433,44.175,calcareous_tubeworm,3.000,0.539,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_7_a.JPG,1_2_7,100,2,7,59.433,44.175,barnacle,84.000,8.767,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_8_a.JPG,1_2_8,100,2,8,78.839,59.213,Crisia_sp,4.000,1.346,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_8_a.JPG,1_2_8,100,2,8,78.839,59.213,Lichenopora,10.000,1.53,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_8_a.JPG,1_2_8,100,2,8,78.839,59.213,calcareous_tubeworm,5.000,0.8,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_8_a.JPG,1_2_8,100,2,8,78.839,59.213,spirobis_sp,1.000,0.073,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_8_a.JPG,1_2_8,100,2,8,78.839,59.213,barnacle,114.000,11.214,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_8_a.JPG,1_2_8,100,2,8,78.839,59.213,sabellariid_tubeworm,1.000,1.757,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_9_b.JPG,1_2_9,100,2,9,81.598,53.195,spirobis_sp,2.000,0.137,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_9_b.JPG,1_2_9,100,2,9,81.598,53.195,Schizoporella_sp,2.000,1.008,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_9_b.JPG,1_2_9,100,2,9,81.598,53.195,Lichenopora,20.000,3.438,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_9_b.JPG,1_2_9,100,2,9,81.598,53.195,Crisia_sp,1.000,0.315,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_9_b.JPG,1_2_9,100,2,9,81.598,53.195,barnacle,74.000,22.47,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_10_b.JPG,1_2_10,100,2,10,75.809,53.761,Crisia_sp,4.000,0.672,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_10_b.JPG,1_2_10,100,2,10,75.809,53.761,Lichenopora,19.000,5.49,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_10_b.JPG,1_2_10,100,2,10,75.809,53.761,calcareous_tubeworm,2.000,0.503,,,,,,,,,,,,,,,,,,
Anh,2017,1_2_10_b.JPG,1_2_10,100,2,10,75.809,53.761,barnacle,140.000,9.302,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_11_a,1_2_11,100,2,11,56.838,22.487,Metridium,5.000,3.474, ,,,,,,,,,,,,,,,,,
Maia,2017,1_2_11_a,1_2_11,100,2,11,56.838,22.487,Lichenopora,21.000,4.469,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_11_a,1_2_11,100,2,11,56.838,22.487,barnacle,32.000,1.475,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_11_a,1_2_11,100,2,11,56.838,22.487,Chlamys_rhubida,3.000,0.0239,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_11_a,1_2_11,100,2,11,56.838,22.487,branched_bryozoan_sp,5.000,0.226,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_11_a,1_2_11,100,2,11,56.838,22.487,Pododesmus_macrochisma,1.000,0.078,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_12_b,1_2_12,100,2,12,84.108,48.027,barnacle,108.000,12.303,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_12_b,1_2_12,100,2,12,84.108,48.027,branched_bryozoan_sp,4.000,0.759,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_12_b,1_2_12,100,2,12,84.108,48.027,Lichenopora,9.000,0.772,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_12_b,1_2_12,100,2,12,84.108,48.027,calcareous_tubeworm,2.000,0.045,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_12_b,1_2_12,100,2,12,84.108,48.027,Metridium,1.000,1.565,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_13_a,1_2_13,100,2,13,79.765,55.802,barnacle,20.000,2.738,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_13_a,1_2_13,100,2,13,79.765,55.802,calcareous_tubeworm,1.000,0.454,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_13_a,1_2_13,100,2,13,79.765,55.802,Lichenopora,19.000,1.824,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_14_a,1_2_14,100,2,14,61.621,35.322,barnacle,23.000,1.575,grid hanging off plate,,,,,,,,,,,,,,,,,
Maia,2017,1_2_14_a,1_2_14,100,2,14,61.621,35.322,Lichenopora,14.000,1.972,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_14_a,1_2_14,100,2,14,61.621,35.322,Chlamys_rhubida,1.000,0.039,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_14_a,1_2_14,100,2,14,61.621,35.322,calcareous_tubeworm,1.000,0.026,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_15_b,1_2_15,100,2,15,77.286,43.783,barnacle,45.000,12.362,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_15_b,1_2_15,100,2,15,77.286,43.783,Lichenopora,6.000,0.482,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_16_b,1_2_16,100,2,16,85.645,66.392,barnacle,33.000,18.639,mostly barnacle scars,,,,,,,,,,,,,,,,,
Maia,2017,1_2_16_b,1_2_16,100,2,16,85.645,66.392,Lichenopora,7.000,0.184,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_17_a,1_2_17,100,2,17,79.75,51.399,barnacle,41.000,22.928,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_17_a,1_2_17,100,2,17,79.75,51.399,Lichenopora,14.000,1.274,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_18_b,1_2_18,100,2,18,81.738,46.933,barnacle,63.000,19.439,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_18_b,1_2_18,100,2,18,81.738,46.933,Metridium,1.000,0.214,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_18_b,1_2_18,100,2,18,81.738,46.933,Lichenopora,25.000,3.078,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_19_b,1_2_19,100,2,19,78.229,48.247,barnacle,137.000,15.843,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_19_b,1_2_19,100,2,19,78.229,48.247,Lichenopora,13.000,0.533,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_19_b,1_2_19,100,2,19,78.229,48.247,Metridium,1.000,2.721,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_19_b,1_2_19,100,2,19,78.229,48.247,calcareous_tubeworm,1.000,0.5,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_20_a,1_2_20,100,2,20,76.961,44.496,barnacle,87.000,9.087,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_20_a,1_2_20,100,2,20,76.961,44.496,Lichenopora,7.000,0.569,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_20_a,1_2_20,100,2,20,76.961,44.496,branched_bryozoan_sp,1.000,0.093,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_20_a,1_2_20,100,2,20,76.961,44.496,calcareous_tubeworm,1.000,0.173,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_21_b,1_2_21,100,2,21,66.922,45.286,barnacle,98.000,10.134,grid hanging off plate,,,,,,,,,,,,,,,,,
Maia,2017,1_2_21_b,1_2_21,100,2,21,66.922,45.286,Lichenopora,18.000,2.372,,,,,,,,,,,,,,,,,,
Maia,2017,1_2_21_b,1_2_21,100,2,21,66.922,45.286,calcareous_tubeworm,1.000,0.199,,,,,,,,,,,,,,,,,,
